1776505047.410239 server started (1757): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1776505047.410269 on Linux 6.8.0-110-generic #110-Ubuntu SMP PREEMPT_DYNAMIC Thu Mar 19 15:09:20 UTC 2026
1776505047.410275 using libevent 2.1.12-stable poll
1776505047.410277 using ncurses 6.4 20240113
1776505047.416123 yylex_token: $
1776505047.416125 yylex_token: end at WS
1776505047.416126 yylex_token: command-prompt
1776505047.416128 yylex_token: end at WS
1776505047.416129 yylex_token: -I#S
1776505047.416131 yylex_token: end at WS
1776505047.416133 yylex_token: rename-session
1776505047.416134 yylex_token: end at WS
1776505047.416136 yylex_token: --
1776505047.416137 yylex_token: end at WS
1776505047.416138 yylex_token: %%
1776505047.416141 cmd_parse_build_commands 0:0: bind
1776505047.416143 cmd_parse_build_commands 0:1: -N
1776505047.416145 cmd_parse_build_commands 0:2: Rename current session
1776505047.416147 cmd_parse_build_commands 0:3: $
1776505047.416148 cmd_parse_build_commands 0:4 0:0: command-prompt
1776505047.416150 cmd_parse_build_commands 0:4 0:1: -I#S
1776505047.416152 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1776505047.416154 cmd_parse_build_commands 0:4 0:2 0:1: --
1776505047.416155 cmd_parse_build_commands 0:4 0:2 0:2: %%
1776505047.416158 cmd_parse_build_commands 0:0: command-prompt
1776505047.416159 cmd_parse_build_commands 0:1: -I#S
1776505047.416161 cmd_parse_build_commands 0:2 0:0: rename-session
1776505047.416163 cmd_parse_build_commands 0:2 0:1: --
1776505047.416164 cmd_parse_build_commands 0:2 0:2: %%
1776505047.416167 cmd_parse_build_commands 0:0: rename-session
1776505047.416168 cmd_parse_build_commands 0:1: --
1776505047.416170 cmd_parse_build_commands 0:2: %%
1776505047.416173 args_parse_flags: next --
1776505047.416174 args_parse: flags end at 2 of 3
1776505047.416176 args_parse: 2 = %% (type STRING)
1776505047.416179 cmd_parse_build_commands: rename-session "%%"
1776505047.416181 args_parse_flags: next -I#S
1776505047.416183 args_parse_flag_argument: -I = #S
1776505047.416184 args_parse: flags end at 2 of 3
1776505047.416187 args_parse: 2 = rename-session "%%" (type COMMANDS)
1776505047.416192 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1776505047.416193 args_parse_flags: next -N
1776505047.416195 args_parse_flag_argument: -N = Rename current session
1776505047.416197 args_parse_flags: next $
1776505047.416198 args_parse: flags end at 3 of 5
1776505047.416200 args_parse: 3 = $ (type STRING)
1776505047.416204 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1776505047.416210 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1776505047.416216 cmdq_get_command: [bind-key/0x5ff2b05de280] group 58
1776505047.416217 cmdq_append <global>: [bind-key/0x5ff2b05de280]
1776505047.416226 yylex_token: end at WS
1776505047.416227 yylex_token: bind
1776505047.416228 yylex_token: end at WS
1776505047.416230 yylex_token: -N
1776505047.416232 yylex_token: end at WS
1776505047.416233 yylex_token: Split window horizontally
1776505047.416235 yylex_get_word: %
1776505047.416237 yylex_token: end at WS
1776505047.416238 yylex_token: split-window
1776505047.416240 yylex_token: end at WS
1776505047.416241 yylex_token: -h
1776505047.416244 cmd_parse_build_commands 0:0: bind
1776505047.416245 cmd_parse_build_commands 0:1: -N
1776505047.416247 cmd_parse_build_commands 0:2: Split window horizontally
1776505047.416249 cmd_parse_build_commands 0:3: %
1776505047.416250 cmd_parse_build_commands 0:4 0:0: split-window
1776505047.416252 cmd_parse_build_commands 0:4 0:1: -h
1776505047.416254 cmd_parse_build_commands 0:0: split-window
1776505047.416256 cmd_parse_build_commands 0:1: -h
1776505047.416259 args_parse_flags: next -h
1776505047.416261 args_parse_flags: -h
1776505047.416262 args_parse: flags end at 2 of 2
1776505047.416265 cmd_parse_build_commands: split-window -h
1776505047.416267 args_parse_flags: next -N
1776505047.416269 args_parse_flag_argument: -N = Split window horizontally
1776505047.416270 args_parse_flags: next %
1776505047.416272 args_parse: flags end at 3 of 5
1776505047.416273 args_parse: 3 = % (type STRING)
1776505047.416276 args_parse: 4 = split-window -h (type COMMANDS)
1776505047.416281 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1776505047.416283 cmdq_get_command: [bind-key/0x5ff2b05d9200] group 70
1776505047.416285 cmdq_append <global>: [bind-key/0x5ff2b05d9200]
1776505047.416289 yylex_token: end at WS
1776505047.416291 yylex_token: bind
1776505047.416293 yylex_token: end at WS
1776505047.416295 yylex_token: -N
1776505047.416297 yylex_token: end at WS
1776505047.416299 yylex_token: Kill current window
1776505047.416301 yylex_token: end at WS
1776505047.416303 yylex_token: &
1776505047.416305 yylex_token: end at WS
1776505047.416307 yylex_token: confirm-before
1776505047.416310 yylex_token: end at WS
1776505047.416313 yylex_token: -pkill-window #W? (y/n)
1776505047.416315 yylex_token: end at WS
1776505047.416317 yylex_token: kill-window
1776505047.416320 cmd_parse_build_commands 0:0: bind
1776505047.416322 cmd_parse_build_commands 0:1: -N
1776505047.416325 cmd_parse_build_commands 0:2: Kill current window
1776505047.416327 cmd_parse_build_commands 0:3: &
1776505047.416329 cmd_parse_build_commands 0:4 0:0: confirm-before
1776505047.416332 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1776505047.416334 cmd_parse_build_commands 0:4 0:2: kill-window
1776505047.416872 cmd_parse_build_commands 0:0: confirm-before
1776505047.416898 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1776505047.416901 cmd_parse_build_commands 0:2: kill-window
1776505047.416909 args_parse_flags: next -pkill-window #W? (y/n)
1776505047.416912 args_parse_flag_argument: -p = kill-window #W? (y/n)
1776505047.416914 args_parse_flags: next kill-window
1776505047.416916 args_parse: flags end at 2 of 3
1776505047.416919 args_parse: 2 = kill-window (type STRING)
1776505047.416929 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1776505047.416931 args_parse_flags: next -N
1776505047.416933 args_parse_flag_argument: -N = Kill current window
1776505047.416935 args_parse_flags: next &
1776505047.416937 args_parse: flags end at 3 of 5
1776505047.416939 args_parse: 3 = & (type STRING)
1776505047.416944 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1776505047.416953 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1776505047.416958 cmdq_get_command: [bind-key/0x5ff2b05dee20] group 78
1776505047.416961 cmdq_append <global>: [bind-key/0x5ff2b05dee20]
1776505047.416967 yylex_token: end at WS
1776505047.416983 yylex_token: bind
1776505047.416986 yylex_token: end at WS
1776505047.416987 yylex_token: -N
1776505047.416990 yylex_token: end at WS
1776505047.416993 yylex_token: Prompt for window index to select
1776505047.416995 yylex_token: end at WS
1776505047.416997 yylex_token: '
1776505047.416999 yylex_token: end at WS
1776505047.417001 yylex_token: command-prompt
1776505047.417003 yylex_token: end at WS
1776505047.417004 yylex_token: -T
1776505047.417006 yylex_token: end at WS
1776505047.417008 yylex_token: window-target
1776505047.417009 yylex_token: end at WS
1776505047.417011 yylex_token: -pindex
1776505047.417013 yylex_token: end at WS
1776505047.417015 yylex_token: select-window
1776505047.417016 yylex_token: end at WS
1776505047.417018 yylex_token: -t
1776505047.417020 yylex_token: end at WS
1776505047.417021 yylex_token: :%%
1776505047.417026 cmd_parse_build_commands 0:0: bind
1776505047.417028 cmd_parse_build_commands 0:1: -N
1776505047.417031 cmd_parse_build_commands 0:2: Prompt for window index to select
1776505047.417033 cmd_parse_build_commands 0:3: '
1776505047.417035 cmd_parse_build_commands 0:4 0:0: command-prompt
1776505047.417037 cmd_parse_build_commands 0:4 0:1: -T
1776505047.417039 cmd_parse_build_commands 0:4 0:2: window-target
1776505047.417040 cmd_parse_build_commands 0:4 0:3: -pindex
1776505047.417042 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1776505047.417044 cmd_parse_build_commands 0:4 0:4 0:1: -t
1776505047.417046 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1776505047.417049 cmd_parse_build_commands 0:0: command-prompt
1776505047.417051 cmd_parse_build_commands 0:1: -T
1776505047.417053 cmd_parse_build_commands 0:2: window-target
1776505047.417054 cmd_parse_build_commands 0:3: -pindex
1776505047.417056 cmd_parse_build_commands 0:4 0:0: select-window
1776505047.417058 cmd_parse_build_commands 0:4 0:1: -t
1776505047.417060 cmd_parse_build_commands 0:4 0:2: :%%
1776505047.417062 cmd_parse_build_commands 0:0: select-window
1776505047.417064 cmd_parse_build_commands 0:1: -t
1776505047.417066 cmd_parse_build_commands 0:2: :%%
1776505047.417069 args_parse_flags: next -t
1776505047.417072 args_parse_flag_argument: -t = :%%
1776505047.417073 args_parse: flags end at 3 of 3
1776505047.417077 cmd_parse_build_commands: select-window -t ":%%"
1776505047.417079 args_parse_flags: next -T
1776505047.417081 args_parse_flag_argument: -T = window-target
1776505047.417083 args_parse_flags: next -pindex
1776505047.417085 args_parse_flag_argument: -p = index
1776505047.417087 args_parse: flags end at 4 of 5
1776505047.417090 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1776505047.417098 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1776505047.417100 args_parse_flags: next -N
1776505047.417104 args_parse_flag_argument: -N = Prompt for window index to select
1776505047.417106 args_parse_flags: next '
1776505047.417108 args_parse: flags end at 3 of 5
1776505047.417110 args_parse: 3 = ' (type STRING)
1776505047.417116 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1776505047.417127 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1776505047.417132 cmdq_get_command: [bind-key/0x5ff2b05df3e0] group 86
1776505047.417134 cmdq_append <global>: [bind-key/0x5ff2b05df3e0]
1776505047.417171 yylex_token: end at WS
1776505047.417172 yylex_token: bind
1776505047.417174 yylex_token: end at WS
1776505047.417175 yylex_token: -N
1776505047.417178 yylex_token: end at WS
1776505047.417180 yylex_token: Switch to previous client
1776505047.417181 yylex_token: end at WS
1776505047.417183 yylex_token: (
1776505047.417185 yylex_token: end at WS
1776505047.417186 yylex_token: switch-client
1776505047.417188 yylex_token: end at WS
1776505047.417189 yylex_token: -p
1776505047.417192 cmd_parse_build_commands 0:0: bind
1776505047.417194 cmd_parse_build_commands 0:1: -N
1776505047.417197 cmd_parse_build_commands 0:2: Switch to previous client
1776505047.417201 cmd_parse_build_commands 0:3: (
1776505047.417204 cmd_parse_build_commands 0:4 0:0: switch-client
1776505047.417205 cmd_parse_build_commands 0:4 0:1: -p
1776505047.417208 cmd_parse_build_commands 0:0: switch-client
1776505047.417210 cmd_parse_build_commands 0:1: -p
1776505047.417215 args_parse_flags: next -p
1776505047.417216 args_parse_flags: -p
1776505047.417218 args_parse: flags end at 2 of 2
1776505047.417222 cmd_parse_build_commands: switch-client -p
1776505047.417223 args_parse_flags: next -N
1776505047.417226 args_parse_flag_argument: -N = Switch to previous client
1776505047.417228 args_parse_flags: next (
1776505047.417230 args_parse: flags end at 3 of 5
1776505047.417232 args_parse: 3 = ( (type STRING)
1776505047.417235 args_parse: 4 = switch-client -p (type COMMANDS)
1776505047.417241 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1776505047.417245 cmdq_get_command: [bind-key/0x5ff2b05e0040] group 98
1776505047.417247 cmdq_append <global>: [bind-key/0x5ff2b05e0040]
1776505047.417250 yylex_token: end at WS
1776505047.417251 yylex_token: bind
1776505047.417253 yylex_token: end at WS
1776505047.417254 yylex_token: -N
1776505047.417256 yylex_token: end at WS
1776505047.417258 yylex_token: Switch to next client
1776505047.417259 yylex_token: end at WS
1776505047.417261 yylex_token: )
1776505047.417263 yylex_token: end at WS
1776505047.417264 yylex_token: switch-client
1776505047.417266 yylex_token: end at WS
1776505047.417267 yylex_token: -n
1776505047.417270 cmd_parse_build_commands 0:0: bind
1776505047.417272 cmd_parse_build_commands 0:1: -N
1776505047.417274 cmd_parse_build_commands 0:2: Switch to next client
1776505047.417276 cmd_parse_build_commands 0:3: )
1776505047.417278 cmd_parse_build_commands 0:4 0:0: switch-client
1776505047.417280 cmd_parse_build_commands 0:4 0:1: -n
1776505047.417282 cmd_parse_build_commands 0:0: switch-client
1776505047.417284 cmd_parse_build_commands 0:1: -n
1776505047.417289 args_parse_flags: next -n
1776505047.417291 args_parse_flags: -n
1776505047.417294 args_parse: flags end at 2 of 2
1776505047.417297 cmd_parse_build_commands: switch-client -n
1776505047.417300 args_parse_flags: next -N
1776505047.417303 args_parse_flag_argument: -N = Switch to next client
1776505047.417306 args_parse_flags: next )
1776505047.417308 args_parse: flags end at 3 of 5
1776505047.417310 args_parse: 3 = ) (type STRING)
1776505047.417314 args_parse: 4 = switch-client -n (type COMMANDS)
1776505047.417322 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1776505047.417327 cmdq_get_command: [bind-key/0x5ff2b05e0210] group 106
1776505047.417330 cmdq_append <global>: [bind-key/0x5ff2b05e0210]
1776505047.417333 yylex_token: end at WS
1776505047.417335 yylex_token: bind
1776505047.417337 yylex_token: end at WS
1776505047.417339 yylex_token: -N
1776505047.417342 yylex_token: end at WS
1776505047.417344 yylex_token: Rename current window
1776505047.417346 yylex_token: end at WS
1776505047.417348 yylex_token: ,
1776505047.417351 yylex_token: end at WS
1776505047.417353 yylex_token: command-prompt
1776505047.417355 yylex_token: end at WS
1776505047.417356 yylex_token: -I#W
1776505047.417358 yylex_token: end at WS
1776505047.417360 yylex_token: rename-window
1776505047.417361 yylex_token: end at WS
1776505047.417363 yylex_token: --
1776505047.417366 yylex_token: end at WS
1776505047.417368 yylex_token: %%
1776505047.417371 cmd_parse_build_commands 0:0: bind
1776505047.417373 cmd_parse_build_commands 0:1: -N
1776505047.417375 cmd_parse_build_commands 0:2: Rename current window
1776505047.417377 cmd_parse_build_commands 0:3: ,
1776505047.417379 cmd_parse_build_commands 0:4 0:0: command-prompt
1776505047.417381 cmd_parse_build_commands 0:4 0:1: -I#W
1776505047.417383 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1776505047.417385 cmd_parse_build_commands 0:4 0:2 0:1: --
1776505047.417387 cmd_parse_build_commands 0:4 0:2 0:2: %%
1776505047.417389 cmd_parse_build_commands 0:0: command-prompt
1776505047.417393 cmd_parse_build_commands 0:1: -I#W
1776505047.417395 cmd_parse_build_commands 0:2 0:0: rename-window
1776505047.417397 cmd_parse_build_commands 0:2 0:1: --
1776505047.417399 cmd_parse_build_commands 0:2 0:2: %%
1776505047.417401 cmd_parse_build_commands 0:0: rename-window
1776505047.417403 cmd_parse_build_commands 0:1: --
1776505047.417405 cmd_parse_build_commands 0:2: %%
1776505047.417408 args_parse_flags: next --
1776505047.417410 args_parse: flags end at 2 of 3
1776505047.417412 args_parse: 2 = %% (type STRING)
1776505047.417416 cmd_parse_build_commands: rename-window "%%"
1776505047.417418 args_parse_flags: next -I#W
1776505047.417420 args_parse_flag_argument: -I = #W
1776505047.417422 args_parse: flags end at 2 of 3
1776505047.417425 args_parse: 2 = rename-window "%%" (type COMMANDS)
1776505047.417431 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1776505047.417433 args_parse_flags: next -N
1776505047.417435 args_parse_flag_argument: -N = Rename current window
1776505047.417436 args_parse_flags: next ,
1776505047.417438 args_parse: flags end at 3 of 5
1776505047.417440 args_parse: 3 = , (type STRING)
1776505047.417444 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1776505047.417451 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1776505047.417456 cmdq_get_command: [bind-key/0x5ff2b05e0c00] group 114
1776505047.417458 cmdq_append <global>: [bind-key/0x5ff2b05e0c00]
1776505047.417460 yylex_token: end at WS
1776505047.417461 yylex_token: bind
1776505047.417463 yylex_token: end at WS
1776505047.417465 yylex_token: -N
1776505047.417467 yylex_token: end at WS
1776505047.417469 yylex_token: Delete the most recent paste buffer
1776505047.417909 yylex_token: end at WS
1776505047.417926 yylex_token: -
1776505047.417929 yylex_token: end at WS
1776505047.417931 yylex_token: delete-buffer
1776505047.417937 cmd_parse_build_commands 0:0: bind
1776505047.417939 cmd_parse_build_commands 0:1: -N
1776505047.417942 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1776505047.417944 cmd_parse_build_commands 0:3: -
1776505047.417947 cmd_parse_build_commands 0:4 0:0: delete-buffer
1776505047.417952 cmd_parse_build_commands 0:0: delete-buffer
1776505047.417956 args_parse: flags end at 1 of 1
1776505047.417959 cmd_parse_build_commands: delete-buffer
1776505047.417961 args_parse_flags: next -N
1776505047.417964 args_parse_flag_argument: -N = Delete the most recent paste buffer
1776505047.417966 args_parse_flags: next -
1776505047.417968 args_parse: flags end at 3 of 5
1776505047.417970 args_parse: 3 = - (type STRING)
1776505047.417973 args_parse: 4 = delete-buffer (type COMMANDS)
1776505047.417982 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1776505047.417986 cmdq_get_command: [bind-key/0x5ff2b05e18e0] group 126
1776505047.417989 cmdq_append <global>: [bind-key/0x5ff2b05e18e0]
1776505047.418003 yylex_token: end at WS
1776505047.418004 yylex_token: bind
1776505047.418006 yylex_token: end at WS
1776505047.418007 yylex_token: -N
1776505047.418010 yylex_token: end at WS
1776505047.418011 yylex_token: Move the current window
1776505047.418013 yylex_token: end at WS
1776505047.418015 yylex_token: .
1776505047.418016 yylex_token: end at WS
1776505047.418018 yylex_token: command-prompt
1776505047.418020 yylex_token: end at WS
1776505047.418021 yylex_token: -T
1776505047.418023 yylex_token: end at WS
1776505047.418024 yylex_token: target
1776505047.418026 yylex_token: end at WS
1776505047.418027 yylex_token: move-window
1776505047.418029 yylex_token: end at WS
1776505047.418030 yylex_token: -t
1776505047.418032 yylex_token: end at WS
1776505047.418034 yylex_token: %%
1776505047.418038 cmd_parse_build_commands 0:0: bind
1776505047.418040 cmd_parse_build_commands 0:1: -N
1776505047.418042 cmd_parse_build_commands 0:2: Move the current window
1776505047.418044 cmd_parse_build_commands 0:3: .
1776505047.418046 cmd_parse_build_commands 0:4 0:0: command-prompt
1776505047.418057 cmd_parse_build_commands 0:4 0:1: -T
1776505047.418059 cmd_parse_build_commands 0:4 0:2: target
1776505047.418062 cmd_parse_build_commands 0:4 0:3 0:0: move-window
